,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
2553,459049038,230.0,"Brioni Diagonal Graph Tie, Orange",859,Brioni,http://bim.shopstyle.com/pim/30/19/3019d1a080da2537cdb42105bf01e117_best.jpg,"<ul><li>Brioni printed silk tie.</li><li>Approx. 3""W at widest.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_print,_silk,False
2562,462287936,165.0,Burberry London Beige House Check Silk Tie,870,Burberry,http://bim.shopstyle.com/pim/f5/ae/f5aeb58dbcdc5480d7213be196601762_best.jpg,"Silk tie in tones of beige, black, and deep red. Signature 'House' check throughout. Feed-through loop at back. Tonal stitching. Approx. 56"" length x 2.75"" width. 100% silk. Made in Italy",SSENSE,unknown,_silk,False
2563,466073578,245.0,Saint Laurent Black Silk Evening Bow Tie,30163,Saint Laurent,http://bim.shopstyle.com/pim/d0/97/d09750db01a16d468669154d445a8519_best.jpg,Pre-tied silk satin bow tie in black. Adjustable hook-eye closure. Tonal stitching. 100% silk. Made in France,SSENSE,unknown,_silk,False
2564,455838385,59.5,Alternating Stripe Slim Tie,3415,Brooks Brothers,http://bim.shopstyle.com/pim/d5/ab/d5ab7b84b3716b0e87c4375177c2a107_best.jpg,"The Red Fleece CollectionOur slim tie is crafted from pure silk with an alternating stripe design. This tie features French tipping, in which the blade of the tie is cut with extra fabric for the tipping to be folded over and sewn on one seam. Available in a 58"" length with a 2 5/8"" width. Dry clean. Made in the USA.",Brooks Brothers,_striped,_silk,False
2566,456508823,39.99,Eagles Wings Pittsburgh Steelers Oxford Tie,0,,http://bim.shopstyle.com/pim/2b/9f/2b9f7a9c4e7a5d25e182bad036538171_best.jpg,Represent your Pittsburgh Steelers while remaining prepared for any situation in the Eagles Wings Oxford woven tie. The tie features a small team logo at the bottom and is silk woven to perfection in your favorite team's colors. <ul> <li>Silk</li> <li>Spot clean only</li> <li>Imported</li> <li>Slanted team-colored striped design</li> <li>Small team logo at lower left</li> <li>Width: 4 inches</li> <li>Officially licensed</li> </ul>,Macy's,_striped,_silk,False
2567,462929043,65.0,Donald J. Trump Chevron Semi-Solid Tie,176,Donald Trump,http://bim.shopstyle.com/pim/f4/de/f4de106bd4a67bb9a889bca657616ade_best.jpg,Pair dapper two-piece suiting with this chevron silk tie from Donald J. Trump. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Donald J. Trump chevron silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2569,453100008,45.0,Tommy Hilfiger Buffalo Tartan Bow Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/4f/62/4f62f3c8ed32f516a14f0d4154b68c2c_best.jpg,Create a signature statement with the help of Tommy Hilfiger and their classic silk bow ties. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger tartan bow tie</li> <li>To tie</li> </ul>,Macy's,unknown,_silk,False
2570,461328206,65.0,Calvin Klein Platinum Dot Skinny Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/b7/a9/b7a9b8ac49b69bb7944709052cc1328a_best.jpg,"Pinpoint the key to a professional look with this dapper dotted tie by Calvin Klein. <ul> <li>Silk/Viscose</li> <li>Imported</li> <li>Calvin Klein dot silk tie</li> <li>Skinny design</li> <li>2 1/2"" wide</li> </ul>",Macy's,unknown,_silk,False
2572,462929159,65.0,MICHAEL Michael Kors Pala Stripe Tie,372,MICHAEL Michael Kors,http://bim.shopstyle.com/pim/e1/ae/e1ae36b0ef205246fd81ae6f62d53b2b_best.jpg,"Draw the line. Stay steadfast on style with this stripe tie by Michael Michael Kors. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Michael Kors stripe silk tie</li> <li>3 1/8"" wide</li> </ul>",Macy's,_striped,_silk,False
2574,459669612,59.5,Countess Mara Suiting Textured Stripe Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/ed/9b/ed9bd40eae13ffc017aebb87bcee24cb_best.jpg,A medley of signature stripes. Accent classic two-piece suiting with this textured silk tie from Countess Mara. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara stripe silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_striped,_silk,False
2576,462930231,45.0,Countess Mara Reversible Holiday Holly Woven Bow Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/88/e3/88e3f1a629744b21ffe6807bc18d0c1d_best.jpg,Have a jolly ole holiday with a reversible bow tie by Countess Mara—strung up with distinguished stripes on one side and handsome holly on the other. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara reversible silk bow tie</li> <li>Stripe and holly design</li> <li>To be tied</li> </ul>,Macy's,_striped,_silk,False
2577,465696451,59.5,Sean John Diagonal Tonal Stripe Tie,514,Sean John,http://bim.shopstyle.com/pim/82/91/8291cdc5ba8b9ab829bd5bd963824202_best.jpg,The tonal striped pattern of this Sean John silk tie adds the perfect amount of dapper charm to your tailored look. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Sean John stripe silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_striped,_silk,False
2578,458859610,49.5,Alfani Spectrum Lighting Vine Slim Tie,20,Alfani,http://bim.shopstyle.com/pim/fe/83/fe8311c8bbab0421411b08d660c2a7a8_best.jpg,Classic pattern gets a modern makeover courtesy of Alfani Spectrum and this vine slim tie. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Alfani Spectrum vine silk tie</li> <li>Slim design</li> <li>3'' wide</li> </ul>,Macy's,unknown,_silk,False
2581,448724515,65.0,Calvin Klein Extra Long Microsolid Slim Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/cc/3c/cc3c7f316b882186a5803746d2303767_best.jpg,Add the right amount of pattern to your sleek suiting with this micro-solid silk tie from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein microsolid silk tie</li> <li>2 1/2'' wide</li> </ul>,Macy's,_solid,_silk,False
2582,454207405,59.5,Tasso Elba Amelia Stripe Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/f0/ec/f0ecc8a4639da025a5fbee7833a5762e_best.jpg,A born-to-be-classic. No-fail stripes make this Tasso Elba tie a main-stay in your accessories arsenal. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba stripe silk tie</li> <li>Classic</li> <li>3 1/4'' wide</li> </ul>,Macy's,_striped,_silk,False
2583,457510588,65.0,MICHAEL Michael Kors Double Pane Grid Slim Tie,372,MICHAEL Michael Kors,http://bim.shopstyle.com/pim/5f/70/5f70baa61172561bedbd273fa5627690_best.jpg,Highlight dapper pairings with this sleek grid silk tie from Michael Michael Kors. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Michael Kors double pane silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2584,458859630,55.0,Geoffrey Beene Fall Color Story Grid Tie,236,Geoffrey Beene,http://bim.shopstyle.com/pim/de/9f/de9f095d3f7f9889461341dd32a192bf_best.jpg,Create a distinctive look to your tailored style with this grid silk tie from Geoffrey Beene. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Geoffrey Beene grid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2585,459670142,59.5,Countess Mara Suiting Paisley Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/49/70/49706c12eee171fa8edd9c7699c2d9ff_best.jpg,The paisley pattern from this silk Countess Mara tie will add a touch of classic style to your two-piece suiting. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara paisley silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_paisley,_silk,False
2587,462931575,49.5,Jerry Garcia Lunch Tie,0,,http://bim.shopstyle.com/pim/66/91/66917d23acfb3dda773fd95221bc8fd1_best.jpg,Fully embrace your affinity for color with this graphic silk tie from Jerry Garcia. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Jerry Garcia graphic silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2588,462931578,55.0,Kenneth Cole Reaction Shaded Grid Slim Tie,322,Kenneth Cole Reaction,http://bim.shopstyle.com/pim/96/85/9685e74bfac0f5b032b4bf1a92bdf70e_best.jpg,"Skip the gridlock on your morning commute. Keep the pattern where it should be: in a slim tie by Kenneth Cole Reaction. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Kenneth Cole Reaction grid silk tie</li> <li>Slim design</li> <li>2 3/4"" wide</li> </ul>",Macy's,unknown,_silk,False
2589,462931586,65.0,Donald J. Trump Stacked Squares Tie,176,Donald Trump,http://bim.shopstyle.com/pim/27/eb/27ebf22a05226a4561bd6f051a43f9f1_best.jpg,"Stacked in your favor: this square-print tie by Donald J. Trump. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Donald J. Trump square-print silk tie</li> <li>3 1/4"" wide</li> </ul>",Macy's,_print,_silk,False
2590,448526284,55.0,Geoffrey Beene Charcoal Paisley II Tie,236,Geoffrey Beene,http://bim.shopstyle.com/pim/09/21/09215a74bc91cb5a3158dd78f7fc2fcb_best.jpg,A swirl of sophisticated pattern. Punctuate dapper dress shirts with this paisley silk tie from Geoffrey Beene. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Geoffrey Beene paisley silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_paisley,_silk,False
2591,461027502,65.0,Tommy Hilfiger Natte Plaid Slim Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/15/ac/15ac59b2c0907e49a8e912c6ea693ccb_best.jpg,Emphasize your smart style with this classic plaid tie from Tommy Hilfiger. <ul> <li>Polyester/silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger plaid tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,_plaid,_silk,False
2592,461328579,65.0,Tommy Hilfiger Tight Dot Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/1b/75/1b75ec47385d6fa881ccdb9f9878a133_best.jpg,Perfectly punctuated. Highlight classic dress shirts with this dot silk tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger dot silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,unknown,_silk,False
2594,461027527,65.0,Calvin Klein Pinstripe Skinny Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/32/d9/32d9b8792c5a9846c539ca4b5c35f52b_best.jpg,"Line up a sleek and cohesive office look with this polished pinstripe skinny tie from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein pinstripe silk tie</li> <li>Skinny design</li> <li>2"" wide</li> </ul>",Macy's,_striped,_silk,False
2595,462382278,59.5,Tasso Elba Sardinia Paisley Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/3e/cc/3eccb3708cbd93f4194bc66dda17d59d_best.jpg,"A gentle paisley for the gentleman. This Tasso Elba tie is distinguished by its fine pattern and fabrication. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba paisley silk tie</li> <li>3 1/4"" wide</li> </ul>",Macy's,_paisley,_silk,False
2596,397283377,49.5,Bar III Essex Tie,0,,http://bim.shopstyle.com/pim/e9/4a/e94a78e9769489947a74658e45236189_best.jpg,Complete your boardroom-bound style with a sleek silk tie from Bar III. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Bar III solid silk tie</li> </ul>,Macy's,_solid,_silk,False
2597,450591881,65.0,Tommy Hilfiger Extra Long Core Neat II Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/78/97/7897de6546a4fd2a2afefaad793f6aef_best.jpg,Make a beeline for pattern this season thanks to Tommy Hilfiger and their signature silk ties. <ul> <li>Silk</li> <li>Imported</li> <li>Tommy Hilfiger neat silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,unknown,_silk,False
2598,457211988,55.0,Kenneth Cole Reaction Grande Twill Plaid Slim Tie,322,Kenneth Cole Reaction,http://bim.shopstyle.com/pim/84/50/845075c015e97ca3653534f0f92d30ce_best.jpg,A modern way to wear classic pattern. Accent with this handsome plaid tie from Kenneth Cole Reaction. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Kenneth Cole Reaction plaid silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,_plaid,_silk,False
2599,462287036,65.0,MICHAEL Michael Kors Pin Pip And Dash Neat Tie,372,MICHAEL Michael Kors,http://bim.shopstyle.com/pim/35/4c/354cda56b08df35d8ff633f76f13b46a_best.jpg,"Learn the ins and outs of office complexities with this detailed tie by Michael Michael Kors. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Michael Kors neat silk tie</li> <li>3 1/8"" wide</li> </ul>",Macy's,unknown,_silk,False
2600,465771122,59.5,Countess Mara Color Plaid Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/af/32/af32b7392c8aa41da7cdcbe47ab438c4_best.jpg,A criss-cross of black and white. Punctuate sharp style with this plaid silk tie from Countess Mara. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara plaid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_plaid,_silk,False
2601,460678729,39.5,John Ashford Foil Geo Tie,0,,http://bim.shopstyle.com/pim/98/1c/981c7514b6c1552a333fd47e5496e59b_best.jpg,Geometric-inspired with a metallic finish. Polish up on tailored style with this silk tie from John Ashford. <ul> <li>Polyester</li> <li>Machine washable</li> <li>Imported</li> <li>John Ashford geometric silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2602,462932888,49.5,Jerry Garcia Snail Garden III Tie,0,,http://bim.shopstyle.com/pim/99/f1/99f1d5f00b5c8352544bd57ede8d81d7_best.jpg,Adorn classic dress shirts with a punch of color and pattern from this Jerry Garcia silk tie. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Jerry Garcia graphic silk tie</li> <li>3 1/4'' wide</li> <li>Includes tie bar</li> </ul>,Macy's,unknown,_silk,False
2604,451321990,65.0,MICHAEL Michael Kors Sapphire Solid II Slim Tie,391,Michael Kors,http://bim.shopstyle.com/pim/f6/0d/f60d12633d9daf50270851a0d4329cb3_best.jpg,A streak of solid color. Pull together your suiting style with this slim silk tie from Michael Michael Kors. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Michael Kors solid silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2605,461328975,65.0,Tommy Hilfiger Evergreen Tree Slim Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/c7/78/c778d04c3cf62eae7a685daed06158c7_best.jpg,Highlight this season's festive wear with an evergreen silk tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger evergreen silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2606,444879363,55.0,Penguin Super Slim Solid Tie,1803,Penguin,http://bim.shopstyle.com/pim/0c/40/0c40b610854ffbd0635fab45a60821b2_best.jpg,A super-slim design in a solid color palette. Highlight tailored dress shirts with this modern silk tie from Penguin. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Penguin solid silk tie</li> <li>Slim design</li> <li>2'' wide</li> </ul>,Macy's,_solid,_silk,False
2607,462934014,65.0,Calvin Klein Argyle Solid Skinny,103,Calvin Klein,http://bim.shopstyle.com/pim/50/b7/50b77fb48fc8eaea14c1eb9da7e9d745_best.jpg,A solid style choice in silk tie form from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein tonal silk tie</li> <li>Skinny design</li> <li>2 1/2'' wide</li> </ul>,Macy's,_solid,_silk,False
2609,458859923,65.0,Calvin Klein Dark Midnight Stripes Slim Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/73/71/73714033ded910d66421185b803d7c7d_best.jpg,Punctuate modern dress shirts with masterful skill courtesy of Calvin Klein and their elegant silk ties. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein stripe silk tie</li> <li>Slim design</li> <li>3'' wide</li> </ul>,Macy's,_striped,_silk,False
2610,461329375,65.0,Tommy Hilfiger Christmas Tree Micro-Print Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/91/ce/91ce75c120eaf7dd6485b353ea6d79db_best.jpg,'Tis the season to show off your holiday spirit with this Christmas tree tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger Christmas tree silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,unknown,_silk,False
2611,462382681,59.5,Tasso Elba Pavia Black-and-White Neat Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/18/ec/18ece5cb957d989a944be2e0583b634d_best.jpg,"Prepare for presentations with a visual aid: this suit-enhancing tie by Tasso Elba. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba neat silk tie</li> <li>3 1/4"" wide</li> </ul>",Macy's,unknown,_silk,False
2614,462934599,65.0,Tommy Hilfiger Tartan Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/a9/cf/a9cf5e49f2b24ce6b3b721eae1ba292a_best.jpg,"Distinguish yourself with a timeless tartan tie by Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger tartan silk tie</li> <li>3 1/8"" wide</li> </ul>",Macy's,unknown,_silk,False
2615,463919375,45.0,Countess Mara Satin Bar Stripe Bow Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/db/a6/dba69edeef22a5315a4ffb523be819f6_best.jpg,Embrace your affinity for stripes with this silk bow tie from Countess Mara. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara stripe silk bow tie</li> <li>Pre-tied</li> </ul>,Macy's,_striped,_silk,False
2617,461329416,95.0,MICHAEL KORS Florence Medium Plaid Tie,391,Michael Kors,http://bim.shopstyle.com/pim/03/bd/03bd2b2d86e01ccc68ddf707c7a3bad5_best.jpg,A thoroughly modern take on a classic menswear pattern. Highlight your style know-how with this plaid silk tie from the Michael Kors Collection. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Kors Collection plaid silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,_plaid,_silk,False
2618,459671546,45.0,Countess Mara Reversible Dot and Plaid To-Tie Bow Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/12/03/1203ef7f4f472c58d9649f78f22b3a35_best.jpg,Classic dot or plaid? Make it a combination of both with this reversible bow tie from Countess Mara. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara reversible silk tie</li> <li>Dot and plaid design</li> <li>To be tied</li> </ul>,Macy's,_plaid,_silk,False
2619,461719718,55.0,Geoffrey Beene Charcoal Grid Tie,236,Geoffrey Beene,http://bim.shopstyle.com/pim/f8/a4/f8a4342aaf599f76c969990bea1a213d_best.jpg,A criss-cross of signature pattern. Highlight solid suiting with this grid silk tie from Geoffrey Beene. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Geoffrey Beene grid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2621,462382805,59.5,Tasso Elba Sardinia Neat Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/b3/a3/b3a3fabcb4cb104224685a2196f666a9_best.jpg,"Distinguished by detail. Invest in an intricate print with the Sardinia Neat Tie by Tasso Elba. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba neat silk tie</li> <li>3 1/4"" wide</li> </ul>",Macy's,_print,_silk,False
2623,462287373,65.0,Calvin Klein Midnight Skinny Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/85/cb/85cbd0d24d41b0e28587558050cf9614_best.jpg,"We recommend repetition in your weekly rotation of ties by Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein silk tie</li> <li>Skinny design</li> <li>2 1/2"" wide</li> </ul>",Macy's,unknown,_silk,False
2625,461329561,95.0,MICHAEL KORS Dolphin Medium Neat Tie,391,Michael Kors,http://bim.shopstyle.com/pim/6b/79/6b797d9d798b02fbe464f702f0db9a7a_best.jpg,Amp up office-ready style with handsome silk ties from the Michael Kors Collection. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Kors Collection neat silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,unknown,_silk,False
2626,462936257,65.0,Tommy Hilfiger Flame Red Textured Stripes Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/e5/fb/e5fb70fcceb513c8e07e7e90c91713d2_best.jpg,Revive classic tailoring with this handsome striped tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger textured stripe silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,_striped,_silk,False
2629,462936285,55.0,Kenneth Cole Reaction Houndstooth Stripe Slim Tie,322,Kenneth Cole Reaction,http://bim.shopstyle.com/pim/e4/d3/e4d3267740ac2726cf8ca13a4ecee321_best.jpg,"Kenneth Cole Reaction raises the bar on ever-handsome houndstooth—giving it a promotion to ombre. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Kenneth Cole Reaction stripe silk tie</li> <li>Slim design</li> <li>2 3/4"" wide</li> </ul>",Macy's,_striped,_silk,False
2630,463092992,55.0,Geoffrey Beene Holiday Dot Tie,236,Geoffrey Beene,http://bim.shopstyle.com/pim/1c/9b/1c9b736b2df0237f9be1d422626439d4_best.jpg,Modernize office-ready suiting with this dot silk tie from Geoffrey Beene. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Geoffrey Beene dot silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2631,465697410,49.5,Alfani Spectrum Atlantic Paisley Slim Tie,20,Alfani,http://bim.shopstyle.com/pim/c8/c3/c8c36c3fede0b39d1a3042776145c03a_best.jpg,Embrace a modern take to classic pattern with this paisley silk tie from Alfani Spectrum. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Alfani Spectrum paisley silk tie</li> <li>Slim design</li> <li>3'' wide</li> </ul>,Macy's,_paisley,_silk,False
2632,459671976,59.5,Countess Mara Jolan Tonal Dot Tie,28200,Countess Mara,http://bim.shopstyle.com/pim/1f/7b/1f7b6021e2b305d91d18ac25fc177efb_best.jpg,Add unexpected pattern to your office-ready look with this tonal dot tie from Countess Mara. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Countess Mara dot silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2634,460686019,59.5,Tasso Elba Melange Paisley Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/94/9b/949b781b8529515df3af0e25dc4bb323_best.jpg,Indulge in classic accents like this luxe paisley tie from Tasso Elba. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba paisley silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_paisley,_silk,False
2635,461028333,55.0,Kenneth Cole Reaction Open Neat Slim Tie,322,Kenneth Cole Reaction,http://bim.shopstyle.com/pim/87/2f/872feb471bd2f63b49a73b7d3fb169d8_best.jpg,Neatly patterned for sophisticated dressing. Refine your office-ready wardrobe with this silk slim tie from Kenneth Cole Reaction. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Kenneth Cole Reaction neat silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,unknown,_silk,False
2636,462383331,65.0,Calvin Klein Flannel Textured Solid Skinny Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/cb/65/cb65e1a989b6014a5cc6452bc04bef1b_best.jpg,Designed with a tonal pattern for subtle distinction. Highlight slim-fitted suiting with this skinny silk tie from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein tonal stripe silk tie</li> <li>Skinny design</li> <li>2 1/2'' wide</li> </ul>,Macy's,_striped,_silk,False
2637,463490438,65.0,Tommy Hilfiger Red Paisley Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/e4/3d/e43d20c8c44f3c181021a40b3df1f38a_best.jpg,Amplify classic style with this luxe paisley silk tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger paisley silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,_paisley,_silk,False
2640,458860188,59.5,Tasso Elba Parma Paisley Tie,573,Tasso Elba,http://bim.shopstyle.com/pim/d7/0d/d70d22fb8af0ccd0fd207ce53ddf2a13_best.jpg,Elegant with a classic touch. Accent sleek tailoring with this paisley silk tie from Tasso Elba. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tasso Elba paisley silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_paisley,_silk,False
2641,459772237,49.5,Ryan Seacrest Distinction Basketweave Geo Bow Tie,0,,http://bim.shopstyle.com/pim/71/8f/718f97ca3ee92950e71440c59cef8003_best.jpg,"Coordinate your perfectly matched suit and dress shirt with this handsome silk bow tie from Ryan Seacrest Distinction. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Pre-tied</li> <li>Style Made SmartTM is a color matching system based on 4 major suit colors: Black Collection (01), Grey Collection (02), Blue Collection (03) & Brown Collection (04)</li> <li>Black: matches Black Collection (01) & Grey Collection (02)</li> <li>Aqua & Red ties: match all four collections</li> </ul>",Macy's,unknown,_silk,False
2642,461766544,55.0,Penguin Citra Plaid Skinny Tie,1803,Penguin,http://bim.shopstyle.com/pim/d3/14/d31485de650f14f94fd8d8871e62f4bf_best.jpg,Preppy with a modern touch. Complete classic two-piece suiting with this plaid skinny tie from Penguin. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Penguin plaid silk tie</li> <li>Skinny design</li> <li>2 1/4'' wide</li> </ul>,Macy's,_plaid,_silk,False
2644,463343865,89.5,Isaac Mizrahi English Plaid Tie,2972,Isaac Mizrahi,http://bim.shopstyle.com/pim/37/cd/37cd0dee61a3950107943c3da557c61f_best.jpg,Mad for plaid. Update classic suiting with this boldly-hued silk tie from Isaac Mizrahi. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Isaac Mizrahi plaid silk tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,_plaid,_silk,False
2645,307977505,75.0,"Michelsons of London Tie, Bow Tie & Cummerbund Set",0,,http://bim.shopstyle.com/pim/5f/a1/5fa170e6028becd87e4d9e2520826bd6_best.jpg,"For any formal event, this silk set from Michelsons of London gives you effortless sophistication. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Silk tie and cummerbund set</li> </ul>",Macy's,unknown,_silk,False
2646,439693024,49.5,DKNY Little Bay Slim Tie,156,DKNY,http://bim.shopstyle.com/pim/2b/81/2b816d65c5d3b9bebc26be1e631c984f_best.jpg,Sophisticated styling demands a sleek silk tie from DKNY. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>DKNY pindot silk tie</li> <li>3'' wide</li> </ul>,Macy's,unknown,_silk,False
